DISTRIBUTOR_11916634,0,8
DISTRIBUTOR_1214320,1,8
DISTRIBUTOR_1214491,2,8
DISTRIBUTOR_1216244,3,8
DISTRIBUTOR_30520796,4,8
DISTRIBUTOR_30520836,5,8
FPXSG,6,8
TRUNK_11978512,7,8
TRUNK_13325472,8,8
TRUNK_13326866,9,8
TRUNK_13422207,10,8
TRUNK_13453341,11,8
TRUNK_13473267,12,8
TRUNK_13473744,13,8
TRUNK_13480115,14,8
TRUNK_13480315,15,8
TRUNK_13486779,16,8
TRUNK_30088483,17,8
TRUNK_30112347,18,8
TRUNK_30113898,19,8
TRUNK_30136037,20,8
TRUNK_30223134,21,8
TRUNK_30223267,22,8
TRUNK_30223601,23,8
TRUNK_30233440,24,8
TRUNK_30254321,25,8
TRUNK_30284712,26,8
TRUNK_30300424,27,8
TRUNK_30300858,28,8
TRUNK_30301119,29,8
TRUNK_30301158,30,8
TRUNK_30309388,31,8
TRUNK_30310433,32,8
TRUNK_30317275,33,8
TRUNK_30317355,34,8
TRUNK_30320015,35,8
TRUNK_30320211,36,8
TRUNK_30320957,37,8
TRUNK_30412972,38,8
TRUNK_30413384,39,8
TRUNK_30425317,40,8
TRUNK_30425683,41,8
TRUNK_30506903,42,8
TRUNK_30518068,43,8
TRUNK_30518615,44,8
TRUNK_30518643,45,8
TRUNK_30522182,46,8
TRUNK_30552823,47,8
YANWENINTE,48,8
100,49,9
101,50,9
104,51,9
108,52,9
114,53,9
120,54,9
128,55,9
134,56,9
147,57,9
150,58,9
153,59,9
158,60,9
16,61,9
160,62,9
165,63,9
167,64,9
168,65,9
17,66,9
173,67,9
174,68,9
19,69,9
190,70,9
192,71,9
193,72,9
198,73,9
199,74,9
205,75,9
206,76,9
223,77,9
224,78,9
225,79,9
228,80,9
24,81,9
32,82,9
33,83,9
37,84,9
43,85,9
46,86,9
51,87,9
54,88,9
56,89,9
6,90,9
66,91,9
71,92,9
72,93,9
77,94,9
80,95,9
92,96,9
95,97,9
98,98,9
101872863,99,0
1038009,100,0
1042486278,101,0
105144717,102,0
109245186,103,0
109261592,104,0
109401956,105,0
109448547,106,0
109527180,107,0
109564035,108,0
109590266,109,0
109606689,110,0
109608883,111,0
109620259,112,0
109621937,113,0
109639136,114,0
109694162,115,0
109852419,116,0
109881207,117,0
109890264,118,0
109952793,119,0
110031005,120,0
110057575,121,0
110071202,122,0
110079581,123,0
110099913,124,0
110123499,125,0
110139844,126,0
110143144,127,0
110151630,128,0
110151879,129,0
110153000,130,0
110169243,131,0
110172760,132,0
110190295,133,0
110207242,134,0
110240902,135,0
110311862,136,0
110318689,137,0
110340569,138,0
110341825,139,0
110401596,140,0
110466414,141,0
110487640,142,0
110500329,143,0
110528745,144,0
110568822,145,0
110573949,146,0
110611669,147,0
110637636,148,0
110640217,149,0
110648113,150,0
110662225,151,0
110713893,152,0
110715579,153,0
110717234,154,0
110723970,155,0
110733111,156,0
110912934,157,0
110931050,158,0
110936452,159,0
110960618,160,0
111005720,161,0
111012585,162,0
111015576,163,0
111024045,164,0
111057185,165,0
111075394,166,0
111107917,167,0
111163507,168,0
111175624,169,0
111191287,170,0
111216228,171,0
111231432,172,0
111257645,173,0
111259599,174,0
111268390,175,0
111302756,176,0
111330570,177,0
111363424,178,0
111373311,179,0
111532674,180,0
111534759,181,0
111579175,182,0
111581869,183,0
111594783,184,0
111611337,185,0
111620271,186,0
111639710,187,0
111678417,188,0
111706473,189,0
111744618,190,0
111771590,191,0
111784908,192,0
111806397,193,0
111819005,194,0
111820828,195,0
111836679,196,0
111896279,197,0
111913774,198,0
111996901,199,0
112041618,200,0
112075516,201,0
112112793,202,0
112251382,203,0
112324503,204,0
112351897,205,0
112383106,206,0
112433227,207,0
112506736,208,0
112520159,209,0
112637484,210,0
112660247,211,0
112673999,212,0
112708669,213,0
112711917,214,0
112732263,215,0
112764586,216,0
112767283,217,0
112778775,218,0
112780086,219,0
112829533,220,0
112840819,221,0
112849635,222,0
112868314,223,0
112887365,224,0
112899629,225,0
113290923,226,0
113923223,227,0
114007423,228,0
114155520,229,0
114181392,230,0
115606081,231,0
115739641,232,0
115776928,233,0
115777138,234,0
115789092,235,0
115831957,236,0
115868915,237,0
115879794,238,0
115899416,239,0
115942924,240,0
116000916,241,0
116017340,242,0
116091500,243,0
116103509,244,0
116133246,245,0
116149638,246,0
116230384,247,0
116231367,248,0
116271474,249,0
116281900,250,0
116306567,251,0
116312057,252,0
116341020,253,0
116341485,254,0
116356659,255,0
116431103,256,0
116462524,257,0
116493421,258,0
116514564,259,0
116528092,260,0
116541725,261,0
116574104,262,0
116574987,263,0
116581307,264,0
116583538,265,0
116586137,266,0
116651447,267,0
116677205,268,0
116678500,269,0
116682982,270,0
116696631,271,0
116701656,272,0
116705665,273,0
116720248,274,0
116734519,275,0
116748219,276,0
116750516,277,0
116776936,278,0
116781662,279,0
116786149,280,0
116791608,281,0
116824923,282,0
116828366,283,0
116834302,284,0
116888223,285,0
116888900,286,0
116913880,287,0
116946052,288,0
116951034,289,0
116952076,290,0
116974000,291,0
117012246,292,0
117032851,293,0
117043834,294,0
117071947,295,0
117078540,296,0
117090703,297,0
117146910,298,0
117193840,299,0
117232012,300,0
117233990,301,0
117251735,302,0
117253090,303,0
117305757,304,0
117327774,305,0
117336111,306,0
117347739,307,0
117348198,308,0
117354988,309,0
117378791,310,0
117401428,311,0
117446702,312,0
117456578,313,0
117462908,314,0
117493995,315,0
117521130,316,0
117546796,317,0
117547464,318,0
117557339,319,0
117566604,320,0
117584090,321,0
117633900,322,0
117646587,323,0
117676366,324,0
117681973,325,0
117850790,326,0
117895419,327,0
